namespace,key,text
WBP_PuzzleUI,E91704F44611D5B0111150AEAB483BFF,Continue
WBP_PuzzleUI,75AA0CCB4938351FF22947B0D832B42F,Current Shape
WBP_PuzzleUI,4E8B01F14BFDA92E44A6319F132F88CB,Delta
WBP_PuzzleUI,E62B3DDC45EAB857AFA01E93D081CFF9,Difference
WBP_PuzzleUI,08C268BA4DDA51565D11698D14F5E8D8,Difficulty
WBP_PuzzleUI,A368961A4E819AA86D78EF93006B38E1,Domino
WBP_PuzzleUI,94C78FE24C5D639CA23BE09EF3552A16,Draw
WBP_PuzzleUI,2D51D6C34F0475444C03EA85F687AC07,Edit puzzle
WBP_PuzzleUI,4332984942AED70DF95F63A9E035A85A,Erase
WBP_PuzzleUI,2BD1B672416E6336B20F05A291427D0F,"Everything entered is correct, but some regions must be merged."
WBP_PuzzleUI,A3A583314885EBBE128D6E9E59813DBA,Everything entered so far is correct!
WBP_PuzzleUI,5E4E5C614D209EBBD618979F529EF018,Everything is correct!
WBP_PuzzleUI,ECE7DD4845F1E052F441358210E5D9F0,Exit
WBP_PuzzleUI,BCB179C040F70A5BEB821FA99C1283F7,Gemini
WBP_PuzzleUI,FD7B8E0F468EBE3ED69DB7B5E2CF361A,Given borders
WBP_PuzzleUI,65A38B00448995D2159D90A7F26BAB66,Got it!
WBP_PuzzleUI,1CC4BA8E4E86B9CE8A482A9FC0585BC0,I-Tromino
WBP_PuzzleUI,E159FE9F43E124960365ECBF009DB4D1,Inequality
WBP_PuzzleUI,B057DCCA4D17ED786915D183FCFEC16D,L-Tromino
WBP_PuzzleUI,5912E37D4922F8D0B5DC0B90C5CB39CC,Load solution
WBP_PuzzleUI,4B32B230472BFA9E01EBC6818A5F0FC1,Notes
WBP_PuzzleUI,4F22AD5E41C6B08E858A0CAC79D10F10,Palisade
WBP_PuzzleUI,7152BEC54B44A7BB15890181222232B5,Pentomino
WBP_PuzzleUI,1002DE0E41938B27324D33A1D17A0096,Polyomino
WBP_PuzzleUI,E119C3CA4934178F413410A5CD90464A,Remove clue
WBP_PuzzleUI,A4B0D089401B264A40E0368CF53DED49,Restart
WBP_PuzzleUI,74892A644E3B237D6ABB94B362DAB002,Reveal
WBP_PuzzleUI,8819D41D44BBC3FF56E31D9441EFA64B,Rose Window
WBP_PuzzleUI,F937A9614825E2662EC7938935970F3C,Solve puzzle
WBP_PuzzleUI,BFEF2BB745EF65A315E048909F99C7D8,Tetromino
WBP_PuzzleUI,7163DAE049AD3353D2CCA48895AA056D,There are several mistakes. This is the earliest one.
WBP_PuzzleUI,1875A0DC443CF4ABD4569BA99B3739C9,There is at least one mistake.
WBP_PuzzleUI,D087E93C4C7587BBFDEC6DBBA0AAEECB,These two cells should not be connected together.
WBP_PuzzleUI,993779F4482599DD13AE3FB826F7F68A,These two cells should not have a border between them.
WBP_PuzzleUI,3043AC934494B87687076DA61DB519A6,Toggle cell
WBP_PuzzleUI,A9C16C0E4374F443078899B3B9858123,Undo
WBP_PuzzleUI,50B8968F41BDC49A2964FDAFB984E726,Watchtower
WBP_PuzzleUI,1B06E61C447E4EA1E0474ABE6E93CE36,You haven't started solving the puzzle.
WBP_PuzzleUI,C8B346F548877E79B9908EB05F3C955C,[-] (Hyphen)
WBP_PuzzleUI,BED16CB5450981A400B5FA84AEC4F2E1,[.] (Period)
WBP_PuzzleUI,49B587A2418F7D2E43A9A084840660D8,[Arrow Keys]
WBP_PuzzleUI,D48DC41E4BC84F425B9822BF707FE908,[Click]
WBP_PuzzleUI,D752BC5942BBBB1FBC3E7EB8E6AD82B7,[Delete]
WBP_PuzzleUI,E9F69D4F403B0376B0218C8C7BC23F7B,[Drag from corners]
WBP_PuzzleUI,20FC626546FDF051E4F0F5AC06B56B78,[Right-Click]
WBP_PuzzleUI,11820C3B49FD280327F3FD911C7BAB1C,[Shift]
WBP_PuzzleUI,A96D13B34C6A1D9E24A69DB0DD6B6772,[Shift]
WBP_PuzzleUI,D44D4A1A48FABD64549C9CA85BB9759A,[Shift]
WBP_PuzzleUI,48BDBD42441DB9DA2475CD8BAAF4B949,[_] (Underscore)
WBP_PuzzleUI,3C875C024CB9C262F9253EAB1311D802,size
WBP_PuzzleUICompletion,FA919356424D7A8C06B08EBC2B53CCB4,Continue
WBP_PuzzleUICompletion,DDD6E14D4D700F42B7F5AE99BA04C499,Exit
WBP_PuzzleUITutorial,9138D7CE41C4B51774DD6EA00B190A7E,Continue
WBP_PuzzleUITutorial,35D75C2D4167AE22801B7BA36DD9097E,Exit
WBP_PuzzleUITutorial,AD0BFB88486F61754647F89DD37AC5D0,Fig. 1
WBP_Settings,A50DC59548D724F6E12D289EEE4FD2C1,Check Progress
WBP_Settings,94BA8D0F44ACCB044C157EB3500A62EB,Disabled
WBP_Settings,B5EB57E048167751BF15628991752588,Disabled
WBP_Settings,F9B6E56A44D7AEECE3D72298F52C857B,Disabled
WBP_Settings,8E0EEA2849F443E3A35B0899109167F9,Enabled
WBP_Settings,B46D957C441DCEDDB907B5A6C37E7CB4,Enabled
WBP_Settings,D365BA32489E222DD4BB3283A94BFC22,Enabled
WBP_Settings,5A011995467905678C56C4888013A1E7,Epic
WBP_Settings,3471D94D4DABB8931B21F7B787397EFC,Frame Rate
WBP_Settings,180EB04D4697B74A660441B98177BE85,Fullscreen
WBP_Settings,3AB6F3D24C020D80F6B2C7B74023F57E,Graphics
WBP_Settings,05F9CECC420C220DA30E0CA70BDCF57E,Hide Button
WBP_Settings,F02845BA433DA0776224D883942D7C4D,High
WBP_Settings,4838F7904F79B05EB420D6A5C72A7F24,Language
WBP_Settings,FF095FCC477284970257D4BBF3E0168A,Larger Text
WBP_Settings,5E3016404610D5264CB7F2AE83955B0D,Low
WBP_Settings,B309DD714F0600D44D6934BC3A47796B,Medium
WBP_Settings,7D26C57A432030D1ACDD61A28A116153,Motion Blur
WBP_Settings,E117DE5E4AE42057912A8A84EED1DA6D,Music
WBP_Settings,23F8FBA342F650E48ADBC2959739C02A,Mute in Background
WBP_Settings,6621C18F43AF5C70E6D29A8C48236518,Resolution
WBP_Settings,4606E55347EE84614524A4BDD26161E9,Screen
WBP_Settings,D40D12D848254FBE50215ABAA24B3AF4,Show Button
WBP_Settings,3A38AF254A62DC48EC9DCD9F3C9F720B,Show Errors
WBP_Settings,1FBBF3A847BD6715191D579A6E2C4CC6,Side Panel Only
WBP_Settings,9A321C6B4B9A331A8B6006867AB6EE38,Sound
WBP_Settings,D3547AD246256DDC45B133A0ED6AF508,Unlimited
WBP_Settings,31607A51427280F6454D2F91BD297E80,V-Sync
WBP_Settings,EAF51B39436093449E135AA822D10BE7,Windowed
WBP_Settings,2055EA2F416EC5BE4DD3A0BB5FC6A78C,Windowed Fullscreen
WBP_SettingsMenu,F88A782A4F6F0BCB41A94F84CD25BE97,Accept
WBP_SettingsMenu,7DF8C27E4A90E3F1946B63A828491FF8,Apply
WBP_SettingsMenu,D03077264E989332BFAC6B8920EE055E,Apply Resolution Settings
WBP_SettingsMenu,78D236FD4787991CD4449183F130ED6A,Back
WBP_SettingsMenu,08D2775B46B52BB64F701C8EE17EB52B,Cancel
WBP_SettingsMenu,61FD9BF54D2BEC524A859BBDFB8F86D4,Settings
WBP_WindowCompletionTooltip,F774A53349470C4B996451AAD52D140F,{Area Name} ({Solved}/{Total})
WBP_WorkshopMenu,0BD41C0240CB26112007299FEDDCC47A,"By publishing this puzzle, you agree to the Steam Workshop terms of service."
WBP_WorkshopMenu,C08DE5164DBD7DCD2A72FBAB130ACF4F,Can't publish yet
WBP_WorkshopMenu,35C88AFC455CC434730D6BAA303162C1,Cancel
WBP_WorkshopMenu,592CE26E48FEE9D969D307968D54658F,Cancel
WBP_WorkshopMenu,67919381429BBB6C7B940DB9E6846184,Cancel
WBP_WorkshopMenu,BB0E21344F93A807CDD76A9913F65A14,Cancel
WBP_WorkshopMenu,2395E7154DA2C90DFD4039A5FC833688,Community Puzzles
WBP_WorkshopMenu,308BD720493E115F77DAB48CC253429D,Confirm deletion?
WBP_WorkshopMenu,977E41FB42EEDA175F32139A05D42920,Delete
WBP_WorkshopMenu,B783364B4C7A52F694E71C9CD25C06BF,Delete
WBP_WorkshopMenu,C1E9270E4BB734AF11572990E31A9BE3,Description
WBP_WorkshopMenu,952DB8CC4925CF24ED04EAA14CFF38E2,Discard
WBP_WorkshopMenu,9A8D306A47A0DFB2D5AFAEB0DA977D45,Duplicate
WBP_WorkshopMenu,A92C10454376433EE13248B63AAB6B67,Duplicate or Unpublish puzzle to enable editing
WBP_WorkshopMenu,BB1D9AA0430C0B642D3EB193FCCF2092,Edit info
WBP_WorkshopMenu,13F4B6D541D1665B917FB4BE7533E558,Edit puzzle
WBP_WorkshopMenu,29F01F2C42A1EC05997D5FB106A26BA5,My Puzzles
WBP_WorkshopMenu,C6149E004DECED5C1BB6B2A8C7FBAAC0,Play
WBP_WorkshopMenu,36601CB1488C2199A0F592976B8C9A15,Publish
WBP_WorkshopMenu,B503D7B44D366FFCEC822C8D621D2658,Publishing...
WBP_WorkshopMenu,D31CAA604F69875F9483DE8185F3AD05,Really publish?
WBP_WorkshopMenu,77C3AED34876510A3F5596AE4C2CA6DA,Really unpublish?
WBP_WorkshopMenu,A434BD49497E6BB50F4338B198A4895D,Remove your puzzle from the Steam workshop
WBP_WorkshopMenu,A0FE92F2498F98F4D377A8B93DC627CF,Review
WBP_WorkshopMenu,419AB2674A10985A27B585A7D9B84D28,Save
WBP_WorkshopMenu,985D2DD74250903A0F5D2295B55133C8,Share your puzzle with the community
WBP_WorkshopMenu,0469A4E14E901A5B6AB6FFA0DE31D328,Solve your puzzle before publishing it!
WBP_WorkshopMenu,40E29A4544ABD0585E72F9BA19449D63,Title
WBP_WorkshopMenu,7593B2434C618979A2415F98FC60EFA4,Unpublish
WBP_WorkshopMenu,FF7549B246EE2467138FD68C24D0D6FD,Unpublish
WBP_WorkshopMenu,3ECE59E946D75F2F0A1BDA994DE145CA,Unpublishing...
WBP_WorkshopMenu,FE4CCEEC4F72600E242BCC9D9C0FE025,View on Steam
WBP_WorkshopMenu,B1765D5F4CE531847A36D0BFFE8D2618,by {Player Name}
WorkshopManager,DuplicatePuzzleSuffix, (Copy)
WorkshopManager,NewPuzzleTitle,Unnamed Puzzle
